incident_number,calendaryear,month,incdate,problem,responsearea,prioritydescription,council_district,location,longitude,latitude
24067832,2024,May,05/16/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2104,1F,10,"(-97.743430,30.381583)",-97.74343,30.381583
24067851,2024,May,05/16/2024 12:00:00 AM,BOX -Structure Fire,00-1803,1F,4,"(-97.698245,30.310417)",-97.698245,30.310417
24068209,2024,May,05/17/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3005,1F,4,"(-97.685508,30.376148)",-97.685508,30.376148
24068251,2024,May,05/17/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3611,1F,2,"(-97.783067,30.170950)",-97.783067,30.17095
24068444,2024,May,05/17/2024 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.741819,30.266800)",-97.741819,30.2668
24068464,2024,May,05/17/2024 12:00:00 AM,BOXL- Structure Fire,00-2201,1F,3,"(-97.707756,30.222163)",-97.707756,30.222163
24068858,2024,May,05/18/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.741142,30.292304)",-97.741142,30.292304
24069016,2024,May,05/18/2024 12:00:00 AM,BOX -Structure Fire,00-2201,1F,3,"(-97.726297,30.229682)",-97.726297,30.229682
24069125,2024,May,05/19/2024 12:00:00 AM,BOX -Structure Fire,00-0801,1F,4,"(-97.714769,30.372037)",-97.714769,30.372037
24069135,2024,May,05/19/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.696664,30.346021)",-97.696664,30.346021
24069275,2024,May,05/19/2024 12:00:00 AM,BOXL- Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24069298,2024,May,05/19/2024 12:00:00 AM,BOXL- Structure Fire,00-2202,1F,3,"(-97.727587,30.237659)",-97.727587,30.237659
24069657,2024,May,05/20/2024 12:00:00 AM,BOX -Structure Fire,00-3601,1F,2,"(-97.784703,30.176658)",-97.784703,30.176658
24069972,2024,May,05/20/2024 12:00:00 AM,BOX -Structure Fire,00-1804,1F,4,"(-97.687361,30.331266)",-97.687361,30.331266
24070355,2024,May,05/21/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231
24070403,2024,May,05/21/2024 12:00:00 AM,BOX -Structure Fire,00-2002,1F,5,"(-97.824981,30.196119)",-97.824981,30.196119
24070547,2024,May,05/21/2024 12:00:00 AM,BOX -Structure Fire,00-2305,1F,4,"(-97.699030,30.348001)",-97.69903,30.348001
24070953,2024,May,05/22/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1703,1F,5,"(-97.784613,30.226876)",-97.784613,30.226876
24071003,2024,May,05/22/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3004,1F,1,"(-97.670648,30.394389)",-97.670648,30.394389
24071243,2024,May,05/23/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.661530,30.397852)",-97.66153,30.397852
24071314,2024,May,05/23/2024 12:00:00 AM,BOX -Structure Fire,00-3901,1F,6,"(-97.851246,30.409222)",-97.851246,30.409222
24071343,2024,May,05/23/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2103,1F,10,"(-97.757113,30.371719)",-97.757113,30.371719
24071468,2024,May,05/23/2024 12:00:00 AM,BOX -Structure Fire,00-0603,1F,9,"(-97.761925,30.245804)",-97.761925,30.245804
24071713,2024,May,05/24/2024 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.703904,30.389913)",-97.703904,30.389913
24071725,2024,May,05/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.701505,30.338042)",-97.701505,30.338042
24071912,2024,May,05/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.678226,30.307852)",-97.678226,30.307852
24071924,2024,May,05/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.748982,30.186761)",-97.748982,30.186761
24071945,2024,May,05/24/2024 12:00:00 AM,BOX -Structure Fire,00-1802,1F,1,"(-97.686998,30.298218)",-97.686998,30.298218
24072348,2024,May,05/25/2024 12:00:00 AM,BOXL- Structure Fire,00-3004,1F,1,"(-97.673000,30.379195)",-97.673,30.379195
24072949,2024,May,05/26/2024 12:00:00 AM,BOXL- Structure Fire,00-3003,1F,7,"(-97.685313,30.383787)",-97.685313,30.383787
24073046,2024,May,05/26/2024 12:00:00 AM,BOXL- Structure Fire,00-0301,1F,9,"(-97.741022,30.293365)",-97.741022,30.293365
24073269,2024,May,05/27/2024 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-1205,1F,9,"(-97.733783,30.315752)",-97.733783,30.315752
24073400,2024,May,05/27/2024 12:00:00 AM,BOXL- Structure Fire,00-2904,1F,5,"(-97.836914,30.173115)",-97.836914,30.173115
24073453,2024,May,05/27/2024 12:00:00 AM,BOX -Structure Fire,00-4401,1F,10,"(-97.780720,30.430143)",-97.78072,30.430143
24073471,2024,May,05/27/2024 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.764381,30.252069)",-97.764381,30.252069
24073710,2024,May,05/28/2024 12:00:00 AM,BOXL- Structure Fire,00-1710,1F,2,"(-97.772533,30.200676)",-97.772533,30.200676
24073972,2024,May,05/28/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2803,1F,7,"(-97.699213,30.409443)",-97.699213,30.409443
24074028,2024,May,05/28/2024 12:00:00 AM,BOX -Structure Fire,00-3005,1F,4,"(-97.684845,30.375844)",-97.684845,30.375844
24074052,2024,May,05/28/2024 12:00:00 AM,BOX -Structure Fire,00-3501,1F,2,"(-97.731779,30.211296)",-97.731779,30.211296
24074071,2024,May,05/28/2024 12:00:00 AM,BOXL- Structure Fire,00-1801,1F,1,"(-97.688463,30.316369)",-97.688463,30.316369
24074162,2024,May,05/28/2024 12:00:00 AM,BOX -Structure Fire,00-1901,1F,10,"(-97.758624,30.335610)",-97.758624,30.33561
24074272,2024,May,05/28/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4401,1F,10,"(-97.775194,30.426649)",-97.775194,30.426649
24074280,2024,May,05/29/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4504,1F,6,"(-97.797166,30.489652)",-97.797166,30.489652
24074384,2024,May,05/29/2024 12:00:00 AM,BOX -Structure Fire,00-1702,1F,3,"(-97.773817,30.207043)",-97.773817,30.207043
24074859,2024,May,05/29/2024 12:00:00 AM,BOXL- Structure Fire,04-4802,1F,-,"(-97.612168,30.227543)",-97.612168,30.227543
24074902,2024,May,05/30/2024 12:00:00 AM,BOXL- Structure Fire,00-0901,1F,9,"(-97.730275,30.305715)",-97.730275,30.305715
24074929,2024,May,05/30/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.732581,30.232416)",-97.732581,30.232416
24075075,2024,May,05/30/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2001,1F,5,"(-97.806438,30.205633)",-97.806438,30.205633
24075297,2024,May,05/30/2024 12:00:00 AM,BOX -Structure Fire,00-1503,1F,3,"(-97.696256,30.250969)",-97.696256,30.250969
24075498,2024,May,05/31/2024 12:00:00 AM,BOXL- Structure Fire,00-4607,1F,8,"(-97.850676,30.155754)",-97.850676,30.155754
24075574,2024,May,05/31/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2606,1F,1,"(-97.646508,30.287679)",-97.646508,30.287679
24075643,2024,May,05/31/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.689198,30.312778)",-97.689198,30.312778
24076536,2024,Jun,06/02/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1605,1F,7,"(-97.727500,30.331957)",-97.7275,30.331957
24076674,2024,Jun,06/02/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4204,1F,2,"(-97.670430,30.202114)",-97.67043,30.202114
24077704,2024,Jun,06/04/2024 12:00:00 AM,BOX -Structure Fire,00-1503,1F,3,"(-97.696442,30.251033)",-97.696442,30.251033
24077716,2024,Jun,06/04/2024 12:00:00 AM,BOX -Structure Fire,00-1903,1F,10,"(-97.760847,30.341926)",-97.760847,30.341926
24078195,2024,Jun,06/05/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3404,1F,6,"(-97.789254,30.477024)",-97.789254,30.477024
24078272,2024,Jun,06/06/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.698962,30.403997)",-97.698962,30.403997
24078297,2024,Jun,06/06/2024 12:00:00 AM,BOX -Structure Fire,00-2806,1F,7,"(-97.707304,30.414491)",-97.707304,30.414491
24078705,2024,Jun,06/06/2024 12:00:00 AM,BOXL- Structure Fire,00-2706,1F,8,"(-97.888305,30.229195)",-97.888305,30.229195
24078843,2024,Jun,06/07/2024 12:00:00 AM,BOX -Structure Fire,00-3810,1F,6,"(-97.774106,30.455883)",-97.774106,30.455883
24078860,2024,Jun,06/07/2024 12:00:00 AM,BOX -Structure Fire,00-0505,1F,1,"(-97.661613,30.285669)",-97.661613,30.285669
24078879,2024,Jun,06/07/2024 12:00:00 AM,BOX -Structure Fire,00-0502,1F,1,"(-97.691801,30.278283)",-97.691801,30.278283
24078928,2024,Jun,06/07/2024 12:00:00 AM,BOX -Structure Fire,00-3005,1F,4,"(-97.692406,30.371147)",-97.692406,30.371147
24079133,2024,Jun,06/07/2024 12:00:00 AM,BOX -Structure Fire,00-4105,1F,1,"(-97.602320,30.377440)",-97.60232,30.37744
24079193,2024,Jun,06/07/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3102,1F,10,"(-97.793211,30.382494)",-97.793211,30.382494
24079223,2024,Jun,06/07/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.665851,30.403273)",-97.665851,30.403273
24079420,2024,Jun,06/08/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.743026,30.228710)",-97.743026,30.22871
24079443,2024,Jun,06/08/2024 12:00:00 AM,BOX -Structure Fire,00-1605,1F,7,"(-97.726548,30.333468)",-97.726548,30.333468
24079840,2024,Jun,06/08/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.701876,30.337228)",-97.701876,30.337228
24079848,2024,Jun,06/08/2024 12:00:00 AM,BOXL- Structure Fire,00-3802,1F,6,"(-97.797099,30.457579)",-97.797099,30.457579
24079979,2024,Jun,06/09/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.740588,30.266800)",-97.740588,30.2668
24080022,2024,Jun,06/09/2024 12:00:00 AM,BOX -Structure Fire,00-3102,1F,10,"(-97.802473,30.396469)",-97.802473,30.396469
24080252,2024,Jun,06/09/2024 12:00:00 AM,BOX -Structure Fire,00-3102,1F,10,"(-97.790882,30.373216)",-97.790882,30.373216
24080598,2024,Jun,06/10/2024 12:00:00 AM,BOX -Structure Fire,00-1901,1F,10,"(-97.758681,30.335817)",-97.758681,30.335817
24080603,2024,Jun,06/10/2024 12:00:00 AM,BOXL- Structure Fire,00-3501,1F,2,"(-97.734255,30.214544)",-97.734255,30.214544
24080915,2024,Jun,06/11/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.684750,30.310487)",-97.68475,30.310487
24081253,2024,Jun,06/11/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2801,1F,7,"(-97.695180,30.434449)",-97.69518,30.434449
24081298,2024,Jun,06/11/2024 12:00:00 AM,BOXL- Structure Fire,00-2401,1F,2,"(-97.751965,30.187615)",-97.751965,30.187615
24081314,2024,Jun,06/11/2024 12:00:00 AM,BOX -Structure Fire,00-5002,1F,2,"(-97.615498,30.176106)",-97.615498,30.176106
24081588,2024,Jun,06/12/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.718576,30.365901)",-97.718576,30.365901
24081836,2024,Jun,06/13/2024 12:00:00 AM,BOXL- Structure Fire,00-2005,1F,2,"(-97.779681,30.206313)",-97.779681,30.206313
24082002,2024,Jun,06/13/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.733720,30.285208)",-97.73372,30.285208
24082217,2024,Jun,06/13/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.725390,30.260512)",-97.72539,30.260512
24082533,2024,Jun,06/14/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.723448,30.291319)",-97.723448,30.291319
24082775,2024,Jun,06/14/2024 12:00:00 AM,BOXL- Structure Fire,00-2801,1F,7,"(-97.696135,30.429504)",-97.696135,30.429504
24083024,2024,Jun,06/15/2024 12:00:00 AM,BOX -Structure Fire,00-3004,1F,1,"(-97.673000,30.379195)",-97.673,30.379195
24083080,2024,Jun,06/15/2024 12:00:00 AM,BOX -Structure Fire,04-4802,1F,-,"(-97.612168,30.227543)",-97.612168,30.227543
24083303,2024,Jun,06/16/2024 12:00:00 AM,BOX -Structure Fire,00-0401,1F,9,"(-97.754957,30.271981)",-97.754957,30.271981
24083488,2024,Jun,06/16/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2203,1F,3,"(-97.717194,30.237555)",-97.717194,30.237555
24083778,2024,Jun,06/17/2024 12:00:00 AM,BOX -Structure Fire,00-2608,1F,1,"(-97.652611,30.313933)",-97.652611,30.313933
24084176,2024,Jun,06/17/2024 12:00:00 AM,BOXL- Structure Fire,00-1407,1F,4,"(-97.708154,30.321237)",-97.708154,30.321237
24084242,2024,Jun,06/18/2024 12:00:00 AM,BOX -Structure Fire,00-5302,1F,2,"(-97.746359,30.152940)",-97.746359,30.15294
24084585,2024,Jun,06/18/2024 12:00:00 AM,BOXL- Structure Fire,00-1903,1F,10,"(-97.757760,30.339007)",-97.75776,30.339007
24084681,2024,Jun,06/19/2024 12:00:00 AM,BOXL- Structure Fire,00-3808,1F,6,"(-97.780888,30.440958)",-97.780888,30.440958
24085155,2024,Jun,06/20/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.689596,30.347870)",-97.689596,30.34787
24085163,2024,Jun,06/20/2024 12:00:00 AM,BOXL- Structure Fire,00-2306,1F,4,"(-97.692814,30.352254)",-97.692814,30.352254
24085290,2024,Jun,06/20/2024 12:00:00 AM,BOXL- Structure Fire,00-3001,1F,4,"(-97.713250,30.379355)",-97.71325,30.379355
24085334,2024,Jun,06/20/2024 12:00:00 AM,BOX -Structure Fire,00-3502,1F,3,"(-97.735589,30.230998)",-97.735589,30.230998
24086354,2024,Jun,06/22/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0807,1F,7,"(-97.732709,30.393224)",-97.732709,30.393224
24086621,2024,Jun,06/23/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2306,1F,4,"(-97.693260,30.366921)",-97.69326,30.366921
24086719,2024,Jun,06/23/2024 12:00:00 AM,BOX -Structure Fire,00-1503,1F,3,"(-97.698728,30.251404)",-97.698728,30.251404
24086739,2024,Jun,06/23/2024 12:00:00 AM,BOX -Structure Fire,00-2705,1F,8,"(-97.852563,30.217966)",-97.852563,30.217966
24086888,2024,Jun,06/23/2024 12:00:00 AM,BOXL- Structure Fire,04-2604,1F,-,"(-97.625753,30.283663)",-97.625753,30.283663
24086894,2024,Jun,06/23/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1101,1F,5,"(-97.763773,30.252712)",-97.763773,30.252712
24086896,2024,Jun,06/23/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4002,1F,1,"(-97.629186,30.379766)",-97.629186,30.379766
24086911,2024,Jun,06/23/2024 12:00:00 AM,BOXL- Structure Fire,00-2306,1F,4,"(-97.694567,30.362396)",-97.694567,30.362396
24087055,2024,Jun,06/24/2024 12:00:00 AM,BOXL- Structure Fire,00-1602,1F,4,"(-97.703020,30.335742)",-97.70302,30.335742
24087094,2024,Jun,06/24/2024 12:00:00 AM,BOX -Structure Fire,00-0806,1F,7,"(-97.724961,30.372859)",-97.724961,30.372859
24087153,2024,Jun,06/24/2024 12:00:00 AM,BOXL- Structure Fire,00-1601,1F,7,"(-97.714737,30.348482)",-97.714737,30.348482
24087231,2024,Jun,06/24/2024 12:00:00 AM,BOX -Structure Fire,00-2304,1F,4,"(-97.685768,30.354361)",-97.685768,30.354361
24087355,2024,Jun,06/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.726897,30.287277)",-97.726897,30.287277
24087406,2024,Jun,06/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3101,1F,10,"(-97.795600,30.357813)",-97.7956,30.357813
24087467,2024,Jun,06/24/2024 12:00:00 AM,BOX -Structure Fire,00-1605,1F,7,"(-97.727030,30.328693)",-97.72703,30.328693
24088235,2024,Jun,06/26/2024 12:00:00 AM,BOXL- Structure Fire,00-3002,1F,7,"(-97.704848,30.397480)",-97.704848,30.39748
24088247,2024,Jun,06/26/2024 12:00:00 AM,BOX -Structure Fire,00-0802,1F,4,"(-97.707603,30.365250)",-97.707603,30.36525
24088463,2024,Jun,06/27/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1003,1F,10,"(-97.772627,30.288220)",-97.772627,30.28822
24088753,2024,Jun,06/27/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3004,1F,1,"(-97.671810,30.396566)",-97.67181,30.396566
24088771,2024,Jun,06/27/2024 12:00:00 AM,BOX -Structure Fire,00-0102,1F,9,"(-97.742993,30.274637)",-97.742993,30.274637
24089298,2024,Jun,06/28/2024 12:00:00 AM,BOX -Structure Fire,00-1201,1F,7,"(-97.746162,30.322156)",-97.746162,30.322156
24089608,2024,Jun,06/29/2024 12:00:00 AM,BOXL- Structure Fire,00-2205,1F,3,"(-97.701493,30.228001)",-97.701493,30.228001
24089630,2024,Jun,06/29/2024 12:00:00 AM,BOXL- Structure Fire,00-2202,1F,3,"(-97.727587,30.237659)",-97.727587,30.237659
24089675,2024,Jun,06/29/2024 12:00:00 AM,BOXS - Still Box Alarm,00-5101,1F,8,"(-97.838475,30.233928)",-97.838475,30.233928
24089682,2024,Jun,06/29/2024 12:00:00 AM,BOX -Structure Fire,00-2306,1F,4,"(-97.699299,30.358074)",-97.699299,30.358074
24089723,2024,Jun,06/29/2024 12:00:00 AM,BOX -Structure Fire,00-3504,1F,2,"(-97.686082,30.188822)",-97.686082,30.188822
24089733,2024,Jun,06/29/2024 12:00:00 AM,BOX -Structure Fire,00-2605,1F,1,"(-97.649905,30.272763)",-97.649905,30.272763
24089844,2024,Jun,06/29/2024 12:00:00 AM,BOX -Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24089964,2024,Jun,06/30/2024 12:00:00 AM,BOX -Structure Fire,00-3504,1F,2,"(-97.696232,30.193838)",-97.696232,30.193838
24090003,2024,Jun,06/30/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24090016,2024,Jun,06/30/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2001,1F,5,"(-97.806619,30.209720)",-97.806619,30.20972
24090256,2024,Jun,06/30/2024 12:00:00 AM,BOXL- Structure Fire,00-0807,1F,7,"(-97.738159,30.387287)",-97.738159,30.387287
24090300,2024,Jun,06/30/2024 12:00:00 AM,BOXL- Structure Fire,00-0701,1F,1,"(-97.716451,30.265904)",-97.716451,30.265904
24090456,2024,Jul,07/01/2024 12:00:00 AM,BOX -Structure Fire,04-2609,1F,-,"(-97.607656,30.264196)",-97.607656,30.264196
24090760,2024,Jul,07/01/2024 12:00:00 AM,BOX -Structure Fire,00-3601,1F,2,"(-97.789694,30.174061)",-97.789694,30.174061
24091761,2024,Jul,07/03/2024 12:00:00 AM,BOX -Structure Fire,00-0806,1F,7,"(-97.728595,30.374577)",-97.728595,30.374577
24092037,2024,Jul,07/04/2024 12:00:00 AM,BOX -Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24092094,2024,Jul,07/04/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2706,1F,8,"(-97.880861,30.229907)",-97.880861,30.229907
24092349,2024,Jul,07/04/2024 12:00:00 AM,BOXL- Structure Fire,00-4608,1F,5,"(-97.837087,30.158874)",-97.837087,30.158874
24092398,2024,Jul,07/04/2024 12:00:00 AM,BOXL- Structure Fire,00-4101,1F,1,"(-97.602938,30.355921)",-97.602938,30.355921
24092421,2024,Jul,07/04/2024 12:00:00 AM,BOX -Structure Fire,00-2402,1F,2,"(-97.728677,30.196284)",-97.728677,30.196284
24092428,2024,Jul,07/04/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0803,1F,4,"(-97.713238,30.360961)",-97.713238,30.360961
24093278,2024,Jul,07/06/2024 12:00:00 AM,BOXL- Structure Fire,00-3001,1F,4,"(-97.696254,30.371910)",-97.696254,30.37191
24093500,2024,Jul,07/06/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0101,1F,9,"(-97.741268,30.261857)",-97.741268,30.261857
24093666,2024,Jul,07/07/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1705,1F,5,"(-97.778158,30.228073)",-97.778158,30.228073
24093716,2024,Jul,07/07/2024 12:00:00 AM,BOX -Structure Fire,00-1601,1F,7,"(-97.725257,30.345150)",-97.725257,30.34515
24093860,2024,Jul,07/07/2024 12:00:00 AM,BOXL- Structure Fire,00-4201,1F,3,"(-97.677076,30.222826)",-97.677076,30.222826
24093884,2024,Jul,07/07/2024 12:00:00 AM,BOXL- Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24093980,2024,Jul,07/07/2024 12:00:00 AM,BOXL- Structure Fire,00-1102,1F,5,"(-97.786140,30.240842)",-97.78614,30.240842
24094551,2024,Jul,07/09/2024 12:00:00 AM,BOX -Structure Fire,00-1205,1F,9,"(-97.734882,30.311930)",-97.734882,30.31193
24094849,2024,Jul,07/09/2024 12:00:00 AM,BOXS - Still Box Alarm,00-5106,1F,5,"(-97.801898,30.228083)",-97.801898,30.228083
24094972,2024,Jul,07/09/2024 12:00:00 AM,BOX -Structure Fire,00-0501,1F,1,"(-97.672162,30.267485)",-97.672162,30.267485
24095161,2024,Jul,07/10/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.665153,30.414579)",-97.665153,30.414579
24095269,2024,Jul,07/10/2024 12:00:00 AM,BOX -Structure Fire,00-0501,1F,3,"(-97.692331,30.270582)",-97.692331,30.270582
24095270,2024,Jul,07/10/2024 12:00:00 AM,BOXL- Structure Fire,00-0501,1F,3,"(-97.692331,30.270582)",-97.692331,30.270582
24095504,2024,Jul,07/11/2024 12:00:00 AM,BOXL- Structure Fire,00-3002,1F,7,"(-97.684412,30.385730)",-97.684412,30.38573
24096227,2024,Jul,07/12/2024 12:00:00 AM,BOXL- Structure Fire,00-2004,1F,5,"(-97.798018,30.223761)",-97.798018,30.223761
24096277,2024,Jul,07/12/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.709741,30.382270)",-97.709741,30.38227
24096680,2024,Jul,07/13/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1705,1F,5,"(-97.785493,30.229542)",-97.785493,30.229542
24096727,2024,Jul,07/13/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.746635,30.289455)",-97.746635,30.289455
24097791,2024,Jul,07/15/2024 12:00:00 AM,BOXL- Structure Fire,00-2805,1F,7,"(-97.722420,30.402826)",-97.72242,30.402826
24097841,2024,Jul,07/15/2024 12:00:00 AM,BOXL- Structure Fire,00-1801,1F,1,"(-97.673805,30.309513)",-97.673805,30.309513
24097858,2024,Jul,07/15/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1801,1F,1,"(-97.669424,30.317512)",-97.669424,30.317512
24097870,2024,Jul,07/15/2024 12:00:00 AM,BOXL- Structure Fire,00-2001,1F,5,"(-97.809963,30.209301)",-97.809963,30.209301
24098081,2024,Jul,07/16/2024 12:00:00 AM,BOX -Structure Fire,00-2403,1F,2,"(-97.759171,30.185957)",-97.759171,30.185957
24098345,2024,Jul,07/17/2024 12:00:00 AM,BOX -Structure Fire,00-0101,1F,3,"(-97.733781,30.266339)",-97.733781,30.266339
24098467,2024,Jul,07/17/2024 12:00:00 AM,BOX -Structure Fire,00-4001,1F,7,"(-97.640161,30.408504)",-97.640161,30.408504
24098606,2024,Jul,07/17/2024 12:00:00 AM,BOX -Structure Fire,00-1706,1F,3,"(-97.772596,30.231802)",-97.772596,30.231802
24098659,2024,Jul,07/17/2024 12:00:00 AM,BOX -Structure Fire,00-2902,1F,-,"(-97.834312,30.201065)",-97.834312,30.201065
24098956,2024,Jul,07/18/2024 12:00:00 AM,BOX -Structure Fire,00-2102,1F,10,"(-97.780518,30.370724)",-97.780518,30.370724
24098999,2024,Jul,07/18/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.726537,30.263068)",-97.726537,30.263068
24099197,2024,Jul,07/18/2024 12:00:00 AM,BOX -Structure Fire,00-0802,1F,4,"(-97.706066,30.360572)",-97.706066,30.360572
24099403,2024,Jul,07/19/2024 12:00:00 AM,BOX -Structure Fire,00-0802,1F,4,"(-97.699715,30.358758)",-97.699715,30.358758
24099824,2024,Jul,07/19/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4302,1F,8,"(-97.898952,30.199007)",-97.898952,30.199007
24100233,2024,Jul,07/20/2024 12:00:00 AM,BOX -Structure Fire,00-4904,1F,5,"(-97.796824,30.136801)",-97.796824,30.136801
24100251,2024,Jul,07/20/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2205,1F,3,"(-97.697864,30.222642)",-97.697864,30.222642
24100284,2024,Jul,07/20/2024 12:00:00 AM,BOX -Structure Fire,00-2002,1F,5,"(-97.815015,30.202836)",-97.815015,30.202836
24100475,2024,Jul,07/21/2024 12:00:00 AM,BOX -Structure Fire,00-2002,1F,5,"(-97.817764,30.207938)",-97.817764,30.207938
24100751,2024,Jul,07/21/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4301,1F,8,"(-97.884019,30.188734)",-97.884019,30.188734
24100807,2024,Jul,07/21/2024 12:00:00 AM,BOX -Structure Fire,00-1606,1F,7,"(-97.738869,30.357587)",-97.738869,30.357587
24101107,2024,Jul,07/22/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2404,1F,2,"(-97.730748,30.170066)",-97.730748,30.170066
24101118,2024,Jul,07/22/2024 12:00:00 AM,BOX -Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713
24101191,2024,Jul,07/22/2024 12:00:00 AM,BOX -Structure Fire,00-1901,1F,10,"(-97.758681,30.335817)",-97.758681,30.335817
24101362,2024,Jul,07/22/2024 12:00:00 AM,BOXS - Still Box Alarm,00-3801,1F,6,"(-97.806602,30.436359)",-97.806602,30.436359
24101795,2024,Jul,07/23/2024 12:00:00 AM,BOXL- Structure Fire,00-2303,1F,1,"(-97.677087,30.338333)",-97.677087,30.338333
24102233,2024,Jul,07/24/2024 12:00:00 AM,BOXS - Still Box Alarm,00-1201,1F,7,"(-97.740525,30.322549)",-97.740525,30.322549
24103183,2024,Jul,07/26/2024 12:00:00 AM,BOXS - Still Box Alarm,00-0805,1F,7,"(-97.737358,30.371535)",-97.737358,30.371535
24103242,2024,Jul,07/26/2024 12:00:00 AM,BOXS - Still Box Alarm,00-4005,1F,7,"(-97.653157,30.435885)",-97.653157,30.435885
24103286,2024,Jul,07/26/2024 12:00:00 AM,BOXS - Still Box Alarm,00-2005,1F,2,"(-97.787940,30.201627)",-97.78794,30.201627
